# Defects4J source-compliance levels (-javacompliancelevel), used by run-astor.
# Source: program-repair/RepairThemAll @ e902cf54f84a059379d9abfd6159d502963511cc
#   data/benchmarks/defects4j/<project>.json .complianceLevel[<bug>].source
# Columns: Project<TAB>Bug<TAB>SourceCompliance . Regenerate with scripts/gen-compliance-table.
Closure	122	6
Closure	123	6
Closure	124	6
Closure	125	6
Closure	126	6
Closure	127	6
Closure	128	6
Closure	129	6
Closure	130	6
Closure	131	6
Closure	132	6
Closure	133	6
Lang	1	6
Lang	2	6
Lang	3	6
Lang	4	6
Lang	5	6
Lang	6	6
Lang	7	6
Lang	8	6
Lang	9	6
Lang	10	6
Lang	11	6
Lang	12	6
Lang	13	5
Lang	14	5
Lang	15	5
Lang	16	5
Lang	17	5
Lang	18	5
Lang	19	5
Lang	20	5
Lang	21	5
Lang	22	5
Lang	23	5
Lang	24	5
Lang	25	5
Lang	26	5
Lang	27	5
Lang	28	5
Lang	29	5
Lang	30	5
Lang	31	5
Lang	32	5
Lang	33	5
Lang	34	5
Lang	35	5
Lang	36	5
Lang	37	5
Lang	38	5
Lang	39	5
Lang	40	5
Lang	41	5
Lang	42	3
Lang	43	3
Lang	44	3
Lang	45	3
Lang	46	3
Lang	47	3
Lang	48	7
Lang	49	7
Lang	50	7
Lang	51	7
Lang	52	7
Lang	53	7
Lang	54	7
Lang	55	7
Lang	56	7
Lang	57	7
Lang	58	7
Lang	59	7
Lang	60	3
Lang	61	3
Lang	62	3
Lang	63	3
Lang	64	3
Lang	65	3
Math	1	5
Math	2	5
Math	3	5
Math	4	5
Math	5	5
Math	6	5
Math	7	5
Math	8	5
Math	9	5
Math	10	5
Math	11	5
Math	12	5
Math	13	5
Math	14	5
Math	15	5
Math	16	5
Math	17	5
Math	18	5
Math	19	5
Math	20	5
Math	21	5
Math	22	5
Math	23	5
Math	24	5
Math	25	5
Math	26	5
Math	27	5
Math	28	5
Math	29	5
Math	30	5
Math	31	5
Math	32	5
Math	33	5
Math	34	5
Math	35	5
Math	36	5
Math	37	5
Math	38	5
Math	39	5
Math	40	5
Math	41	5
Math	42	5
Math	43	5
Math	44	5
Math	45	5
Math	46	5
Math	47	5
Math	48	5
Math	49	5
Math	50	5
Math	51	5
Math	52	5
Math	53	5
Math	54	5
Math	55	5
Math	56	5
Math	57	5
Math	58	5
Math	59	5
Math	60	5
Math	61	5
Math	62	5
Math	63	5
Math	64	5
Math	65	5
Math	66	5
Math	67	5
Math	68	5
Math	69	5
Math	70	5
Math	71	5
Math	72	5
Math	73	5
Math	74	5
Math	75	5
Math	76	5
Math	77	5
Math	78	5
Math	79	5
Math	80	5
Math	81	5
Math	82	5
Math	83	5
Math	84	5
Math	85	5
Math	86	5
Math	87	5
Math	88	5
Math	89	5
Math	90	5
Math	91	5
Math	92	5
Math	93	5
Math	94	5
Math	95	5
Math	96	5
Math	97	5
Math	98	5
Math	99	5
Math	100	7
Math	101	7
Math	102	7
Math	103	7
Math	104	7
Math	105	3
Math	106	3
Mockito	1	7
Mockito	2	7
Mockito	3	7
Mockito	4	7
Mockito	5	7
Mockito	6	5
Mockito	7	5
Mockito	8	5
Mockito	9	5
Mockito	10	5
Mockito	11	5
Mockito	12	5
Mockito	13	5
Mockito	14	5
Mockito	15	5
Mockito	16	5
Mockito	17	5
Mockito	18	7
Mockito	19	7
Mockito	20	7
Mockito	21	5
Mockito	22	5
Mockito	23	5
Mockito	24	5
Mockito	25	5
Mockito	26	5
Mockito	27	5
Mockito	28	5
Mockito	29	5
Mockito	30	5
Mockito	31	5
Mockito	32	5
Mockito	33	5
Mockito	34	5
Mockito	35	5
Mockito	36	5
Mockito	37	5
Mockito	38	5
Time	1	5
Time	2	5
Time	3	5
Time	4	5
Time	5	5
Time	6	5
Time	7	5
Time	8	5
Time	9	5
Time	10	5
Time	11	5
Time	12	5
Time	13	5
Time	14	5
Time	15	5
Time	16	5
Time	17	5
Time	18	5
Time	19	5
Time	20	5
Time	21	5
Time	22	5
Time	23	5
Time	24	5
Time	25	5
Time	26	5
Time	27	5
